"Region Code","Timestamp (Hour Ending)","Total Generation (MWh)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
US48,"2/15/2019 11 p.m. EST",435549,29376,89,38807,7572,3200,142266,111349,101706
US48,"2/16/2019 12 a.m. EST",421643,31335,98,34428,7317,3150,135110,107095,101709
US48,"2/16/2019 1 a.m. EST",404475,22301,97,30980,7431,3152,128908,108622,101607
US48,"2/16/2019 2 a.m. EST",392252,21472,90,26311,6570,3980,124122,106760,101620
US48,"2/16/2019 3 a.m. EST",383674,18494,79,24606,6585,3960,121060,105859,101634
US48,"2/16/2019 4 a.m. EST",380905,17690,68,23707,6502,3864,119238,107059,101545
US48,"2/16/2019 5 a.m. EST",382256,18227,83,22817,7309,3041,120404,107411,101672
US48,"2/16/2019 6 a.m. EST",387738,19206,86,22863,7443,3088,122888,109190,101725
US48,"2/16/2019 7 a.m. EST",400582,19223,89,25333,7592,3263,128384,113465,101739
US48,"2/16/2019 8 a.m. EST",414679,19277,390,29637,7744,3384,134241,116605,101830
US48,"2/16/2019 9 a.m. EST",429958,18617,1175,33688,7769,3502,140722,121147,101801
US48,"2/16/2019 10 a.m. EST",442322,17430,3283,37739,7946,3457,144410,124554,101839
US48,"2/16/2019 11 a.m. EST",449630,15973,9720,37946,8343,3855,144096,126098,101837
US48,"2/16/2019 12 p.m. EST",448572,15784,14495,36914,8299,3983,140237,125517,101682
US48,"2/16/2019 1 p.m. EST",441510,17404,16480,35696,8265,3775,136938,119692,101661
US48,"2/16/2019 2 p.m. EST",435087,20007,15014,34126,8358,3682,133610,116777,101665
US48,"2/16/2019 3 p.m. EST",430575,23293,14425,33200,8517,3494,130548,113517,101651
US48,"2/16/2019 4 p.m. EST",429371,27112,14019,31656,8498,3383,129295,112246,101686
US48,"2/16/2019 5 p.m. EST",433758,29928,13308,32716,8628,3372,130802,111850,101757
US48,"2/16/2019 6 p.m. EST",443273,33120,11923,34440,8698,3363,134248,114372,101854
US48,"2/16/2019 7 p.m. EST",452464,35275,8458,37958,8545,3386,138527,116991,101899
US48,"2/16/2019 8 p.m. EST",458102,36255,1834,39445,8380,3470,143184,122073,101904
US48,"2/16/2019 9 p.m. EST",460643,36513,719,41120,8113,3371,145995,121929,101914
US48,"2/16/2019 10 p.m. EST",453620,35559,162,39908,8027,3201,144011,119275,101835
US48,"2/16/2019 11 p.m. EST",439889,34600,158,36739,7735,3149,138605,115489,101750
US48,"2/17/2019 12 a.m. EST",418927,32333,112,34005,7619,3036,128420,110224,101764
US48,"2/17/2019 1 a.m. EST",410641,34920,7,30948,7721,3002,122741,108088,101835
US48,"2/17/2019 2 a.m. EST",398742,33813,19,26904,7651,3139,118805,105181,101884
US48,"2/17/2019 3 a.m. EST",391070,31944,3,25277,7612,3133,116590,103217,101904
US48,"2/17/2019 4 a.m. EST",386897,29892,3,24748,7620,3155,115842,102333,101926
US48,"2/17/2019 5 a.m. EST",385734,28009,2,24063,7577,3155,116524,103054,101945
US48,"2/17/2019 6 a.m. EST",391394,26556,8,24890,7700,3187,121397,104264,101946
US48,"2/17/2019 7 a.m. EST",398754,25817,88,27287,7782,3396,123961,107015,101927
US48,"2/17/2019 8 a.m. EST",408367,26391,571,30516,7827,3502,127683,108223,101948
US48,"2/17/2019 9 a.m. EST",419754,25647,1739,33548,8243,3482,133061,110319,101882
US48,"2/17/2019 10 a.m. EST",431533,24263,4394,36798,8981,3377,135719,114232,101872
US48,"2/17/2019 11 a.m. EST",438604,22773,9963,36561,8849,3317,135607,117688,101845
US48,"2/17/2019 12 p.m. EST",441868,22931,13950,36530,8781,3169,135029,117928,101865
US48,"2/17/2019 1 p.m. EST",439776,23280,15034,34975,8169,3919,134690,116510,101805
US48,"2/17/2019 2 p.m. EST",436485,22844,14929,33753,8806,3212,134812,115204,101800
US48,"2/17/2019 3 p.m. EST",435049,22124,14207,32904,8822,3262,135822,115054,101812
US48,"2/17/2019 4 p.m. EST",436520,23923,12937,32739,8646,3253,138117,114097,101850
US48,"2/17/2019 5 p.m. EST",440473,26042,11247,33183,8589,3248,141268,113994,101849
US48,"2/17/2019 6 p.m. EST",451463,27010,10750,36131,8681,3227,145212,117542,101710
US48,"2/17/2019 7 p.m. EST",457993,28162,7110,38333,8772,3370,149036,120428,101367
US48,"2/17/2019 8 p.m. EST",465013,30346,1478,40228,8426,3497,155048,123366,101260
US48,"2/17/2019 9 p.m. EST",468003,33862,539,42230,8001,3446,156914,120861,101162
US48,"2/17/2019 10 p.m. EST",457970,37155,60,40619,7817,3415,150892,115934,100730
US48,"2/17/2019 11 p.m. EST",443989,39384,51,37180,7699,3230,143189,111541,100408
US48,"2/18/2019 12 a.m. EST",430317,44673,54,33608,7544,3135,135200,103200,101835
US48,"2/18/2019 1 a.m. EST",412045,39959,14,29243,7633,3133,130824,100351,100071
US48,"2/18/2019 2 a.m. EST",402565,39157,25,25318,7510,3144,128166,98592,100085
US48,"2/18/2019 3 a.m. EST",396504,39008,57,23236,7405,3179,125398,97738,100039
US48,"2/18/2019 4 a.m. EST",396875,37718,67,22765,7532,3149,125865,99101,100056
US48,"2/18/2019 5 a.m. EST",401849,37533,45,22306,7527,3228,128885,101301,100056
US48,"2/18/2019 6 a.m. EST",417369,36202,19,24654,7823,3304,138150,105514,100160
US48,"2/18/2019 7 a.m. EST",443285,33930,37,31202,8001,3443,150201,114529,100155
US48,"2/18/2019 8 a.m. EST",468682,32362,249,37291,7945,3787,160912,123952,100185
US48,"2/18/2019 9 a.m. EST",485066,31225,1030,41277,8355,3954,167126,129659,100199
US48,"2/18/2019 10 a.m. EST",492327,30314,3536,40742,8635,4000,170806,131744,100146
US48,"2/18/2019 11 a.m. EST",496489,27644,10955,38730,8989,4217,171851,131905,100104
US48,"2/18/2019 12 p.m. EST",491978,23527,16281,35897,9153,4193,168589,132317,100091
US48,"2/18/2019 1 p.m. EST",489433,20202,18451,36012,9090,4133,168497,131354,100041
US48,"2/18/2019 2 p.m. EST",480522,18536,18709,30480,9175,4088,167454,130629,100021
US48,"2/18/2019 3 p.m. EST",475448,18110,17943,28609,9114,3885,166161,130497,99995
US48,"2/18/2019 4 p.m. EST",472858,18828,16319,27565,8907,3776,166413,130124,100068
US48,"2/18/2019 5 p.m. EST",475269,20018,13917,30074,9070,3799,169619,127898,100081
US48,"2/18/2019 6 p.m. EST",486475,22077,11277,34233,9138,3937,173402,131159,100128
US48,"2/18/2019 7 p.m. EST",498095,24176,7547,40977,8827,4068,178794,132367,100049
US48,"2/18/2019 8 p.m. EST",508016,24375,1959,44847,8742,4623,186047,136009,100046
US48,"2/18/2019 9 p.m. EST",510803,23999,1060,46833,8448,4663,187688,137755,100053
US48,"2/18/2019 10 p.m. EST",497374,25154,35,42467,8220,4395,180134,135662,100043
US48,"2/18/2019 11 p.m. EST",480129,25367,36,39395,8117,3839,169986,132208,100042
US48,"2/19/2019 12 a.m. EST",454101,25746,15,35261,8010,3603,158024,122553,100041
US48,"2/19/2019 1 a.m. EST",443916,24590,-1,30783,8089,3314,153478,122726,99789
US48,"2/19/2019 2 a.m. EST",432447,22845,2,27032,8052,3198,150350,120073,99787
US48,"2/19/2019 3 a.m. EST",427555,21679,1,24569,7989,3203,149305,119999,99766
US48,"2/19/2019 4 a.m. EST",427465,20674,1,23874,7948,3187,150419,120644,99777
US48,"2/19/2019 5 a.m. EST",432567,19622,1,25032,8012,3226,152996,122994,99787
US48,"2/19/2019 6 a.m. EST",450409,19270,1,29925,8307,3428,163242,125510,99838
US48,"2/19/2019 7 a.m. EST",480705,19167,61,37554,8545,3916,179545,131200,99842
US48,"2/19/2019 8 a.m. EST",503184,18682,734,42176,8557,4458,192627,135083,99824
US48,"2/19/2019 9 a.m. EST",510565,18746,1691,42974,8702,4957,197066,135590,99807
US48,"2/19/2019 10 a.m. EST",514252,19070,3941,42879,8958,4794,196746,136830,99780
US48,"2/19/2019 11 a.m. EST",510773,18725,11231,40149,8848,4094,190510,136211,99833
US48,"2/19/2019 12 p.m. EST",507942,17383,15840,36024,8819,4183,188265,136207,100024
US48,"2/19/2019 1 p.m. EST",502679,15585,17631,33247,8774,4148,187820,134374,100020
US48,"2/19/2019 2 p.m. EST",497876,13446,17174,30861,8640,4086,188854,133877,99714
US48,"2/19/2019 3 p.m. EST",496335,12104,16617,29759,8637,4056,190270,134239,99323
US48,"2/19/2019 4 p.m. EST",495653,12108,16139,29764,7793,5104,190449,133768,99106
US48,"2/19/2019 5 p.m. EST",501551,13567,15408,31848,8747,4032,194234,132915,99118
US48,"2/19/2019 6 p.m. EST",512646,14698,13591,35890,7889,5285,199227,135010,99164
US48,"2/19/2019 7 p.m. EST",521411,16877,10334,41405,7903,5188,202426,136211,99145
US48,"2/19/2019 8 p.m. EST",525843,19734,2881,43438,7740,5196,208339,137335,99166
US48,"2/19/2019 9 p.m. EST",523446,22549,482,43823,8323,3999,207694,135487,99105
US48,"2/19/2019 10 p.m. EST",513019,24326,443,41637,8244,3681,200264,133607,99073
US48,"2/19/2019 11 p.m. EST",492846,26683,277,38248,8102,3306,186090,128990,99069
US48,"2/20/2019 12 a.m. EST",470864,26062,274,34587,8041,3162,172450,125154,99152
US48,"2/20/2019 1 a.m. EST",451831,30236,263,29425,7992,3290,160920,118674,99079
US48,"2/20/2019 2 a.m. EST",437282,32728,209,24770,7916,3322,153712,113755,99054
US48,"2/20/2019 3 a.m. EST",427950,35880,100,22589,7929,3247,147533,109846,99021
US48,"2/20/2019 4 a.m. EST",426319,38048,96,22268,7955,3272,145648,108095,99068
US48,"2/20/2019 5 a.m. EST",430460,38383,29,22998,8061,3303,147376,109264,99098
US48,"2/20/2019 6 a.m. EST",446212,39692,11,26842,8140,3341,153121,113934,99134
US48,"2/20/2019 7 a.m. EST",471387,37601,44,34368,7215,4294,165176,121589,99066
US48,"2/20/2019 8 a.m. EST",494002,34776,207,41360,7343,4822,175885,128773,99064
US48,"2/20/2019 9 a.m. EST",508534,34773,654,45331,7670,5121,181836,132179,99055
US48,"2/20/2019 10 a.m. EST",513317,34000,2949,46549,7829,5447,182565,133218,99040
US48,"2/20/2019 11 a.m. EST",514634,31287,9444,44631,7700,5541,182229,133132,99041
US48,"2/20/2019 12 p.m. EST",508265,31246,11274,40664,8328,4137,180005,131615,99057
US48,"2/20/2019 1 p.m. EST",501045,29980,13911,36343,7041,4826,178586,129455,99038
US48,"2/20/2019 2 p.m. EST",494138,29864,14972,32662,6993,4555,175740,128213,99037
US48,"2/20/2019 3 p.m. EST",488337,31507,14378,30941,7003,4342,172664,126217,99040
US48,"2/20/2019 4 p.m. EST",484112,32068,11758,32032,7082,4209,172263,123497,98988
US48,"2/20/2019 5 p.m. EST",485924,32206,9159,34921,7155,4230,174778,122512,98997
US48,"2/20/2019 6 p.m. EST",492117,32506,6960,38007,7273,4320,177971,124236,99022
