"Region Code","Timestamp (Hour Ending)","Total Generation (MWh)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)"
US48,"2/3/2019 1 p.m. EST",409199,47812,13370,30805,7723,2217,105022,98677,102720
US48,"2/3/2019 2 p.m. EST",407815,48967,13738,29608,7708,2224,105549,96772,102569
US48,"2/3/2019 3 p.m. EST",405271,50056,12991,28584,7707,2207,105496,95221,102494
US48,"2/3/2019 4 p.m. EST",405890,50741,12658,28883,7713,2210,105252,95595,102424
US48,"2/3/2019 5 p.m. EST",412935,51197,11127,30932,7807,2208,110032,96348,102435
US48,"2/3/2019 6 p.m. EST",422640,51148,8912,31979,7927,2207,115856,101379,102454
US48,"2/3/2019 7 p.m. EST",426001,50769,4921,35523,7862,2242,117029,104327,102469
US48,"2/3/2019 8 p.m. EST",425780,49357,689,36980,7891,2280,117585,107566,102461
US48,"2/3/2019 9 p.m. EST",424845,49873,246,38490,7653,2218,117764,105426,102423
US48,"2/3/2019 10 p.m. EST",417463,50206,57,37997,7466,2205,115256,100822,102292
US48,"2/3/2019 11 p.m. EST",408750,50499,56,36955,7454,2202,110985,97125,102219
US48,"2/4/2019 12 a.m. EST",402427,50827,56,33894,7489,2030,107842,96753,102169
US48,"2/4/2019 1 a.m. EST",381003,49647,40,30300,7340,2167,100433,87219,102138
US48,"2/4/2019 2 a.m. EST",368447,48855,46,26936,7278,2056,96176,83165,102019
US48,"2/4/2019 3 a.m. EST",362612,48324,66,24699,7263,2113,95248,81262,101871
US48,"2/4/2019 4 a.m. EST",361310,48218,61,23823,7352,2145,94761,81503,101901
US48,"2/4/2019 5 a.m. EST",368208,46094,48,24122,7444,2207,99641,85191,101948
US48,"2/4/2019 6 a.m. EST",388189,44522,43,28780,7672,2313,109991,91238,102221
US48,"2/4/2019 7 a.m. EST",416829,43582,84,35993,7899,2377,121830,101436,102223
US48,"2/4/2019 8 a.m. EST",438934,43777,507,40230,8308,2625,131047,108889,102173
US48,"2/4/2019 9 a.m. EST",444740,43598,1997,40454,8231,2602,131920,112423,102108
US48,"2/4/2019 10 a.m. EST",444438,41370,4125,39721,8066,2624,132208,112767,102068
US48,"2/4/2019 11 a.m. EST",442373,37518,8342,38522,7859,2701,131978,112042,102077
US48,"2/4/2019 12 p.m. EST",440982,35262,12311,37148,7218,3459,129967,112705,101997
US48,"2/4/2019 1 p.m. EST",438347,34758,14622,35163,7252,3319,128371,112024,101980
US48,"2/4/2019 2 p.m. EST",436663,34566,14254,33909,7211,3369,129712,110916,101859
US48,"2/4/2019 3 p.m. EST",435140,34562,15057,33077,7786,2654,128843,110394,101867
US48,"2/4/2019 4 p.m. EST",432849,34479,13120,33476,7756,2649,129996,108451,101900
US48,"2/4/2019 5 p.m. EST",437781,34923,11496,34859,7899,2722,133970,109110,101675
US48,"2/4/2019 6 p.m. EST",446439,36675,8968,37103,8078,2722,137476,112755,101425
US48,"2/4/2019 7 p.m. EST",455806,37617,4800,40849,8199,2864,142418,116216,101408
US48,"2/4/2019 8 p.m. EST",463718,38635,815,43670,8247,3082,145788,120416,101464
US48,"2/4/2019 9 p.m. EST",461530,40819,358,44531,8271,3239,142325,119134,101453
US48,"2/4/2019 10 p.m. EST",448454,41623,168,41320,7800,3045,135792,115703,101392
US48,"2/4/2019 11 p.m. EST",429054,41303,79,38533,7540,2625,125265,110764,101471
US48,"2/5/2019 12 a.m. EST",409846,41783,79,35340,7401,2620,114750,105281,101538
US48,"2/5/2019 1 a.m. EST",390113,36341,81,30775,7405,2799,108966,101376,101414
US48,"2/5/2019 2 a.m. EST",378156,34527,88,26852,7344,2923,106524,97442,101292
US48,"2/5/2019 3 a.m. EST",372045,32257,93,24880,7369,3013,106109,95734,101368
US48,"2/5/2019 4 a.m. EST",368886,30064,92,22594,7270,3058,106182,97074,101304
US48,"2/5/2019 5 a.m. EST",374574,28019,94,23408,7402,3059,110537,99279,101428
US48,"2/5/2019 6 a.m. EST",392848,25401,95,27761,7529,3078,118791,107396,101468
US48,"2/5/2019 7 a.m. EST",421091,24186,119,34898,7647,3271,131837,116064,101586
US48,"2/5/2019 8 a.m. EST",442094,23861,749,39329,7388,4604,140800,122134,101623
US48,"2/5/2019 9 a.m. EST",451782,23829,2520,38928,7753,5210,145655,124825,101585
US48,"2/5/2019 10 a.m. EST",452659,22675,4841,39653,7690,5452,145602,123938,101524
US48,"2/5/2019 11 a.m. EST",453193,21091,9745,38639,7645,5676,144138,123900,101627
US48,"2/5/2019 12 p.m. EST",451968,19661,13958,36237,7645,5905,141403,124922,101646
US48,"2/5/2019 1 p.m. EST",446720,20967,14842,34046,7696,5700,138179,123188,101673
US48,"2/5/2019 2 p.m. EST",444535,23421,15263,32488,7668,5266,136277,122084,101625
US48,"2/5/2019 3 p.m. EST",442740,25276,14315,31970,7762,5070,136210,119679,101735
US48,"2/5/2019 4 p.m. EST",443396,25912,13507,32209,7895,4963,137971,118082,101962
US48,"2/5/2019 5 p.m. EST",446385,26072,10470,34386,7851,5155,140845,118900,101877
US48,"2/5/2019 6 p.m. EST",455054,24186,6580,37147,7375,5371,148596,122998,101947
US48,"2/5/2019 7 p.m. EST",464863,22063,4273,41569,7234,5670,154540,126459,101904
US48,"2/5/2019 8 p.m. EST",470705,21771,833,43708,7077,6205,159684,128296,101895
US48,"2/5/2019 9 p.m. EST",468094,22541,355,44785,6931,6122,157697,126695,101925
US48,"2/5/2019 10 p.m. EST",454476,23675,85,41451,7677,4834,150322,123342,101965
US48,"2/5/2019 11 p.m. EST",435916,23001,93,38337,7643,4049,142166,117808,101934
US48,"2/6/2019 12 a.m. EST",416345,25206,94,33976,7479,3519,130409,113091,101909
US48,"2/6/2019 1 a.m. EST",394785,24359,93,29803,7008,2892,121525,106485,101873
US48,"2/6/2019 2 a.m. EST",379802,24646,98,24648,6841,2788,116986,101193,101860
US48,"2/6/2019 3 a.m. EST",371896,24535,96,21759,6814,2856,114554,99048,101799
US48,"2/6/2019 4 a.m. EST",367909,24628,76,20507,6848,2861,112630,97988,101936
US48,"2/6/2019 5 a.m. EST",369928,23734,64,20720,6876,2820,114225,98864,102089
US48,"2/6/2019 6 a.m. EST",388149,22568,69,24499,7021,2950,123922,104405,102106
US48,"2/6/2019 7 a.m. EST",416420,22979,70,29891,7185,3323,136505,113389,102142
US48,"2/6/2019 8 a.m. EST",437591,22758,734,36297,7071,3644,144794,119110,102124
US48,"2/6/2019 9 a.m. EST",446833,21559,2469,38052,7233,3984,147715,122561,102097
US48,"2/6/2019 10 a.m. EST",454469,19618,4678,41523,7554,4000,151294,122559,102041
US48,"2/6/2019 11 a.m. EST",456684,19368,11415,40073,7514,3814,148108,123184,102026
US48,"2/6/2019 12 p.m. EST",455379,20188,15581,37646,7583,3875,144099,123390,101937
US48,"2/6/2019 1 p.m. EST",453108,21741,16822,35510,7860,3993,142461,121981,101901
US48,"2/6/2019 2 p.m. EST",451909,23833,16613,33500,7849,4195,141589,121384,101915
US48,"2/6/2019 3 p.m. EST",452313,25892,15499,33031,7823,4206,142396,120661,101915
US48,"2/6/2019 4 p.m. EST",452069,27391,14566,32488,8118,4048,142847,119769,101914
US48,"2/6/2019 5 p.m. EST",457265,28634,13525,34649,7276,4897,145389,120060,101954
US48,"2/6/2019 6 p.m. EST",462795,29361,11051,37460,8107,4087,148911,120984,101969
US48,"2/6/2019 7 p.m. EST",469112,30129,7258,41761,8030,4200,152588,122242,101919
US48,"2/6/2019 8 p.m. EST",474355,30701,1250,42338,7992,4386,159630,124973,101952
US48,"2/6/2019 9 p.m. EST",472707,30564,578,43392,7759,4372,158837,124660,101869
US48,"2/6/2019 10 p.m. EST",459609,31177,164,41067,7647,4111,151502,120903,101891
US48,"2/6/2019 11 p.m. EST",439529,30661,153,37359,7531,3628,142523,114675,101858
US48,"2/7/2019 12 a.m. EST",417322,30092,139,33505,7361,3103,132028,108167,101954
US48,"2/7/2019 1 a.m. EST",398331,31311,138,29514,7361,2618,121880,102835,101891
US48,"2/7/2019 2 a.m. EST",384118,29994,150,25543,7225,2536,117121,98828,101988
US48,"2/7/2019 3 a.m. EST",375180,29774,84,23836,7097,2518,113303,95905,101865
US48,"2/7/2019 4 a.m. EST",370628,29381,23,22875,6948,2523,110803,95433,101837
US48,"2/7/2019 5 a.m. EST",373255,29739,12,22830,7143,2534,111845,96180,101896
US48,"2/7/2019 6 a.m. EST",388119,30048,19,25629,7512,2588,119119,99780,102137
US48,"2/7/2019 7 a.m. EST",416209,29375,36,30818,7444,2961,132333,109735,102044
US48,"2/7/2019 8 a.m. EST",439106,28053,419,35558,7700,3531,143082,117291,102061
US48,"2/7/2019 9 a.m. EST",454510,27760,2019,38967,8213,3814,148138,122246,102058
US48,"2/7/2019 10 a.m. EST",462472,28304,4869,41724,8380,3742,149634,122315,101982
US48,"2/7/2019 11 a.m. EST",468142,28738,12508,41055,8192,3790,147216,123189,101952
US48,"2/7/2019 12 p.m. EST",469149,30401,18353,38508,7302,4799,143160,123335,101891
US48,"2/7/2019 1 p.m. EST",466098,33849,20010,35309,8206,3890,140701,121029,101876
US48,"2/7/2019 2 p.m. EST",464630,35280,19628,33555,8303,3820,140744,120134,101770
US48,"2/7/2019 3 p.m. EST",461770,36741,19471,32979,8318,3747,139815,117380,101745
US48,"2/7/2019 4 p.m. EST",460757,38227,18841,32476,8456,3726,141088,114387,101824
US48,"2/7/2019 5 p.m. EST",463394,39064,16949,34099,8617,3898,144236,112950,101954
US48,"2/7/2019 6 p.m. EST",470407,39974,14167,36303,8677,3983,148208,115527,101999
US48,"2/7/2019 7 p.m. EST",478328,39194,9411,39228,8706,4256,154887,119058,101986
US48,"2/7/2019 8 p.m. EST",486175,39139,1556,43151,8372,4470,162550,123111,101978
US48,"2/7/2019 9 p.m. EST",487025,40349,710,44773,8120,4300,163280,122185,101950
US48,"2/7/2019 10 p.m. EST",475553,40845,161,42195,7720,4137,157282,119313,101956
US48,"2/7/2019 11 p.m. EST",457980,40860,184,39713,7516,3744,147676,114633,102039
US48,"2/8/2019 12 a.m. EST",436467,36059,187,36024,7383,3449,140373,109587,102136
US48,"2/8/2019 1 a.m. EST",423168,40557,195,33168,7055,3364,132571,102584,102128
US48,"2/8/2019 2 a.m. EST",411553,39788,201,28103,6825,3408,129518,100103,102131
US48,"2/8/2019 3 a.m. EST",403357,38737,205,25293,6702,3474,126269,98998,102156
US48,"2/8/2019 4 a.m. EST",402544,37705,90,24727,6729,3471,126054,100119,102109
US48,"2/8/2019 5 a.m. EST",408014,36001,63,23834,6899,3456,131138,103029,102153
US48,"2/8/2019 6 a.m. EST",425354,33645,53,25177,7218,3459,143565,108426,102238
US48,"2/8/2019 7 a.m. EST",455273,31789,77,31129,7694,3610,160543,116558,102249
US48,"2/8/2019 8 a.m. EST",480991,29879,587,36845,8240,4072,174833,122771,102239
US48,"2/8/2019 9 a.m. EST",498431,29241,2013,41990,8249,4517,182249,126148,102266
US48,"2/8/2019 10 a.m. EST",504426,27607,4788,44298,8334,4558,183482,127210,102232
US48,"2/8/2019 11 a.m. EST",504035,25144,12835,41441,8521,4419,180136,127491,102168
US48,"2/8/2019 12 p.m. EST",498659,24176,18227,37579,8583,4612,174708,126822,102171
US48,"2/8/2019 1 p.m. EST",489523,24927,19306,34440,7581,5781,169535,124053,102210
US48,"2/8/2019 2 p.m. EST",483955,26755,19148,32974,7564,5541,165144,123146,102200
US48,"2/8/2019 3 p.m. EST",478634,28840,18665,32578,8563,3963,161171,121085,102282
US48,"2/8/2019 4 p.m. EST",475371,30040,17490,32069,8545,3784,160112,119624,102361
US48,"2/8/2019 5 p.m. EST",479725,30906,15083,35605,8752,3866,162024,119598,102531
US48,"2/8/2019 6 p.m. EST",489219,30963,11946,40145,8510,4047,167110,122678,102631
US48,"2/8/2019 7 p.m. EST",499392,30731,7662,44964,8412,4361,172698,126655,102760
US48,"2/8/2019 8 p.m. EST",507665,31014,1312,46394,8356,4802,181764,129989,102799
US48,"2/8/2019 9 p.m. EST",507141,31639,571,46762,8148,4972,181277,130056,102700
US48,"2/8/2019 10 p.m. EST",498560,32174,234,44560,8140,4721,176098,128568,102662
US48,"2/8/2019 11 p.m. EST",484221,33043,245,40621,7675,4457,168021,126240,102516
US48,"2/9/2019 12 a.m. EST",459040,36383,240,36701,7449,4312,153058,116584,102951
US48,"2/9/2019 1 a.m. EST",455086,33483,247,32422,7186,4079,152798,120625,102863
US48,"2/9/2019 2 a.m. EST",443815,33019,231,28712,7225,3822,148586,117957,102990
US48,"2/9/2019 3 a.m. EST",436308,32529,119,26825,7222,3605,145888,116154,103053
US48,"2/9/2019 4 a.m. EST",433183,32576,107,23726,7184,3576,144853,115723,103100
US48,"2/9/2019 5 a.m. EST",434623,32272,113,24178,7215,3572,145191,116607,103122
US48,"2/9/2019 6 a.m. EST",442408,32000,104,25538,7553,3569,148951,119291,103176
US48,"2/9/2019 7 a.m. EST",457039,33197,143,30705,7905,3595,153847,122293,103156
US48,"2/9/2019 8 a.m. EST",471837,33403,637,36285,8207,3803,158291,126165,103124
US48,"2/9/2019 9 a.m. EST",485152,32772,2008,39225,8376,4108,165109,128749,103171
US48,"2/9/2019 10 a.m. EST",491160,31816,3518,38680,8437,4311,168998,130334,103158
US48,"2/9/2019 11 a.m. EST",491646,31402,8019,37194,8422,4318,167535,129643,103189
US48,"2/9/2019 12 p.m. EST",485720,32730,11956,34617,8407,4396,161370,126937,103188
US48,"2/9/2019 1 p.m. EST",476787,33745,14410,32202,8221,4234,155851,122750,103145
US48,"2/9/2019 2 p.m. EST",466923,34718,14810,30117,8125,3835,150069,120048,103080
US48,"2/9/2019 3 p.m. EST",459253,35768,14712,28716,8089,3613,147338,116079,103198
US48,"2/9/2019 4 p.m. EST",455898,36789,13481,27401,8119,3623,147124,114177,103228
US48,"2/9/2019 5 p.m. EST",459231,38642,11791,27981,8046,3712,149428,114319,103251
US48,"2/9/2019 6 p.m. EST",470342,37882,9792,31124,7957,3910,156504,117542,103235
US48,"2/9/2019 7 p.m. EST",480188,36027,5897,36276,7971,3933,161989,122381,103043
US48,"2/9/2019 8 p.m. EST",489887,35764,1239,40259,7928,4167,166789,127673,102808
US48,"2/9/2019 9 p.m. EST",493012,36182,452,41406,7977,4288,168940,128264,102545
US48,"2/9/2019 10 p.m. EST",486325,36596,90,40059,7717,4196,165060,127063,102248
US48,"2/9/2019 11 p.m. EST",472343,37097,109,37550,7700,3906,158652,121935,102141
US48,"2/10/2019 12 a.m. EST",457062,38011,107,33838,7587,3708,149478,119226,102191
US48,"2/10/2019 1 a.m. EST",444714,34460,102,31036,7288,3549,146243,117427,102083
US48,"2/10/2019 2 a.m. EST",432893,32949,100,27753,7155,3500,142426,114686,102094
US48,"2/10/2019 3 a.m. EST",426858,32188,86,26774,7123,3534,141368,112319,101946
US48,"2/10/2019 4 a.m. EST",422823,31782,87,24672,7043,3448,140535,111655,102058
US48,"2/10/2019 5 a.m. EST",422392,31092,87,24649,7123,3353,140234,112390,102088
US48,"2/10/2019 6 a.m. EST",426024,29932,78,24955,7488,3357,142042,114670,102235
US48,"2/10/2019 7 a.m. EST",434619,29398,118,28995,7758,3433,143989,117577,102242
US48,"2/10/2019 8 a.m. EST",444558,28733,943,32177,7812,3534,147774,120234,102259
US48,"2/10/2019 9 a.m. EST",454346,27724,2457,34219,8391,3514,153059,121387,102218
US48,"2/10/2019 10 a.m. EST",461457,26177,4260,35290,8587,3545,156720,123193,102243
US48,"2/10/2019 11 a.m. EST",463844,22788,9334,34667,8510,3569,156818,124564,102209
US48,"2/10/2019 12 p.m. EST",463058,20704,12813,33708,8460,3516,154421,125860,102208
US48,"2/10/2019 1 p.m. EST",459443,17278,14087,33046,8520,3487,154153,125668,102095
US48,"2/10/2019 2 p.m. EST",457731,16927,14558,31834,8558,3620,151922,127232,102070
US48,"2/10/2019 3 p.m. EST",452980,16534,14150,30357,8462,3613,152343,124720,102034
US48,"2/10/2019 4 p.m. EST",452252,15068,12734,29760,8417,3645,153366,126561,102030
US48,"2/10/2019 5 p.m. EST",457778,15946,10689,30447,8367,3802,157406,128363,102042
US48,"2/10/2019 6 p.m. EST",467506,17186,8910,34951,8406,3933,162056,129276,102125
US48,"2/10/2019 7 p.m. EST",477051,19335,5541,38563,8408,3990,167085,131184,102038
US48,"2/10/2019 8 p.m. EST",483181,20890,1189,42684,8072,4261,169612,133188,102062
US48,"2/10/2019 9 p.m. EST",483751,22920,588,43811,7669,4338,169746,131789,101996
US48,"2/10/2019 10 p.m. EST",471057,24652,220,40890,7542,4314,162675,127624,101834
US48,"2/10/2019 11 p.m. EST",453533,25615,221,37313,7449,3808,152842,123001,101887
US48,"2/11/2019 12 a.m. EST",438573,28324,221,31935,7462,3535,143782,120224,101799
US48,"2/11/2019 1 a.m. EST",417094,27482,202,26400,7256,3421,134107,115044,101997
US48,"2/11/2019 2 a.m. EST",406081,27455,97,23592,7162,3390,128824,112670,102021
US48,"2/11/2019 3 a.m. EST",399533,26608,89,21268,7158,3488,126995,111214,101991
US48,"2/11/2019 4 a.m. EST",397359,26982,78,19542,7071,3492,126799,110668,102029
US48,"2/11/2019 5 a.m. EST",401748,27958,64,19379,7165,3448,128667,112228,102069
US48,"2/11/2019 6 a.m. EST",419229,27101,61,23321,7262,3486,136540,118604,102139
US48,"2/11/2019 7 a.m. EST",446038,26180,66,31593,7353,3745,149798,124222,102154
US48,"2/11/2019 8 a.m. EST",471029,26173,240,40368,7745,3977,159392,130179,102084
US48,"2/11/2019 9 a.m. EST",484064,26496,798,43704,7889,4381,165094,132551,102099
US48,"2/11/2019 10 a.m. EST",489808,27938,2364,45526,7895,4441,165974,132418,102096
US48,"2/11/2019 11 a.m. EST",489614,26294,9554,42823,7894,4428,161954,133344,102067
US48,"2/11/2019 12 p.m. EST",485141,26077,14710,37972,7820,4191,157212,133652,102044
US48,"2/11/2019 1 p.m. EST",479768,27536,16146,35540,7756,3920,153788,131525,102028
US48,"2/11/2019 2 p.m. EST",476345,30496,16005,33981,7778,3994,150295,130422,101989
US48,"2/11/2019 3 p.m. EST",473323,32177,15902,32915,7829,3855,149423,127832,102005
US48,"2/11/2019 4 p.m. EST",472618,33523,15561,32626,7809,3894,149637,126462,102001
US48,"2/11/2019 5 p.m. EST",475851,34711,14977,33170,7732,3952,153668,124496,101993
US48,"2/11/2019 6 p.m. EST",483508,35637,13615,36481,7642,4306,157406,125225,102006
US48,"2/11/2019 7 p.m. EST",490841,38238,9845,39171,7534,4353,161964,126385,101958
US48,"2/11/2019 8 p.m. EST",494832,40774,2136,41238,7824,4637,166511,128134,101966
US48,"2/11/2019 9 p.m. EST",491845,40788,373,43161,7739,4409,163745,127879,101941
US48,"2/11/2019 10 p.m. EST",479164,42193,330,42445,7723,4476,155403,122736,101990
US48,"2/11/2019 11 p.m. EST",457684,42893,332,39633,7537,3916,143562,116406,101850
US48,"2/12/2019 12 a.m. EST",436025,39835,171,35009,7534,3533,135730,110553,101975
US48,"2/12/2019 1 a.m. EST",419484,43364,125,30615,7430,3422,127559,103229,101885
US48,"2/12/2019 2 a.m. EST",403611,42387,41,25939,7290,3249,123545,97532,101910
US48,"2/12/2019 3 a.m. EST",394644,41544,40,22609,7325,3278,121832,94468,102042
US48,"2/12/2019 4 a.m. EST",391360,40606,45,21742,7253,3290,121554,93418,102054
US48,"2/12/2019 5 a.m. EST",396703,40573,41,21377,7255,3249,126535,94236,102100
US48,"2/12/2019 6 a.m. EST",413206,40505,43,24157,7422,3346,135070,99142,102118
US48,"2/12/2019 7 a.m. EST",440014,42019,63,29326,7745,3382,147178,106882,102113
US48,"2/12/2019 8 a.m. EST",462966,41233,250,35211,7942,3440,158001,113460,102092
US48,"2/12/2019 9 a.m. EST",477520,40240,794,37447,8565,3598,163209,120126,102031
US48,"2/12/2019 10 a.m. EST",484121,37613,3165,40388,8553,3382,165538,121658,102046
US48,"2/12/2019 11 a.m. EST",485611,33961,10066,38193,8645,3510,164858,122480,102019
US48,"2/12/2019 12 p.m. EST",484751,33859,14278,34690,7516,4274,163737,122345,102006
US48,"2/12/2019 1 p.m. EST",482357,34494,15587,32949,8452,3437,162460,121005,101981
US48,"2/12/2019 2 p.m. EST",480345,34472,15761,32910,8492,3454,161002,120673,101890
US48,"2/12/2019 3 p.m. EST",476146,34204,15078,33004,8532,3577,159186,118964,101942
US48,"2/12/2019 4 p.m. EST",473217,34284,14098,32557,8636,3362,159450,117624,101946
US48,"2/12/2019 5 p.m. EST",476119,33777,11794,35230,8637,3423,162270,117294,101971
US48,"2/12/2019 6 p.m. EST",481388,32136,7919,38720,7612,4599,167766,118988,102047
US48,"2/12/2019 7 p.m. EST",489418,31567,4429,41698,7633,4757,173360,122422,101992
US48,"2/12/2019 8 p.m. EST",495536,32831,1005,44664,7579,5077,174531,126152,101960
US48,"2/12/2019 9 p.m. EST",495484,38056,184,44806,7482,5133,169991,126065,101990
US48,"2/12/2019 10 p.m. EST",483431,44289,166,43203,8124,3799,160521,119924,101987
US48,"2/12/2019 11 p.m. EST",465562,49130,45,39461,7783,3478,150503,111748,101984
US48,"2/13/2019 12 a.m. EST",444855,49335,43,34296,7741,3298,143248,103496,101853
US48,"2/13/2019 1 a.m. EST",429885,52385,62,30270,7508,3084,133715,99575,102052
US48,"2/13/2019 2 a.m. EST",417400,52916,49,27061,7298,3164,127061,96635,102064
US48,"2/13/2019 3 a.m. EST",412265,53611,35,24878,7025,3258,125780,94338,102110
US48,"2/13/2019 4 a.m. EST",411392,53297,51,23303,7168,3240,125093,95779,102096
US48,"2/13/2019 5 a.m. EST",415979,52172,63,23559,7326,3177,126912,98870,102126
US48,"2/13/2019 6 a.m. EST",436557,51634,61,27112,7636,3299,136727,105907,102176
US48,"2/13/2019 7 a.m. EST",466321,50944,75,34558,8030,3889,150218,114849,102188
US48,"2/13/2019 8 a.m. EST",490533,49142,607,39242,8081,4556,163210,122092,102126
US48,"2/13/2019 9 a.m. EST",496966,48189,2275,40070,8391,4796,165165,124397,102095
US48,"2/13/2019 10 a.m. EST",495426,47655,4233,41363,8826,4468,165338,120148,102081
US48,"2/13/2019 11 a.m. EST",488809,47911,6903,38573,9066,4189,160253,118783,102047
US48,"2/13/2019 12 p.m. EST",478038,48663,9031,34281,9078,3609,154414,115622,101945
US48,"2/13/2019 1 p.m. EST",468506,48560,10524,32881,9084,3510,147628,112846,102014
US48,"2/13/2019 2 p.m. EST",461462,48553,10591,31150,9013,3540,144194,110777,101989
US48,"2/13/2019 3 p.m. EST",455073,48371,10763,29868,8953,3486,141975,108036,102008
US48,"2/13/2019 4 p.m. EST",451326,49269,9177,23939,7952,4301,141851,105217,101996
US48,"2/13/2019 5 p.m. EST",454012,50688,6997,32746,8005,4562,142477,104908,102053
US48,"2/13/2019 6 p.m. EST",467549,51866,4350,39297,7953,4409,148071,108182,102041
US48,"2/13/2019 7 p.m. EST",477205,52092,2104,41058,7910,4731,155247,110778,102011
US48,"2/13/2019 8 p.m. EST",489452,53841,406,43630,7748,4421,160530,115407,101972
US48,"2/13/2019 9 p.m. EST",492408,57750,118,44118,8203,4184,159792,114821,101980
US48,"2/13/2019 10 p.m. EST",483924,59986,71,43449,7943,3700,153020,112244,102000
US48,"2/13/2019 11 p.m. EST",466385,60708,63,40159,7321,3292,144425,106856,101994
US48,"2/14/2019 12 a.m. EST",446336,60727,79,35310,7079,3186,134006,102147,102045
US48,"2/14/2019 1 a.m. EST",429556,58056,80,30730,7242,3218,128792,97529,102036
US48,"2/14/2019 2 a.m. EST",417736,56774,71,26653,7223,3158,125289,94604,102058
US48,"2/14/2019 3 a.m. EST",411798,55652,62,24695,7277,3230,123845,93236,102034
US48,"2/14/2019 4 a.m. EST",409903,54875,64,24060,7257,3218,123294,93268,102067
US48,"2/14/2019 5 a.m. EST",414566,54148,43,23944,7268,3238,127261,94927,102100
US48,"2/14/2019 6 a.m. EST",434095,53949,27,28268,7380,3291,137308,100284,102107
US48,"2/14/2019 7 a.m. EST",466433,54119,83,36902,7683,3588,152743,107834,102124
US48,"2/14/2019 8 a.m. EST",486657,54466,1061,40199,7894,4545,161875,112998,102121
US48,"2/14/2019 9 a.m. EST",487137,54667,3367,40478,7891,4258,158007,114808,102097
US48,"2/14/2019 10 a.m. EST",480784,52568,5500,41206,8066,3510,153012,113312,102015
US48,"2/14/2019 11 a.m. EST",470953,47533,7592,39455,7655,3362,148838,113079,101953
US48,"2/14/2019 12 p.m. EST",460368,45058,8872,37167,7477,3270,142334,112474,101906
US48,"2/14/2019 1 p.m. EST",452226,46750,9762,35838,7406,3341,137692,107895,101863
US48,"2/14/2019 2 p.m. EST",446884,46550,10809,33835,7481,3018,136163,105618,101877
US48,"2/14/2019 3 p.m. EST",441393,45404,10006,32745,7307,3137,134707,104762,101833
US48,"2/14/2019 4 p.m. EST",440031,43780,8572,32575,6623,4022,137939,103253,101842
US48,"2/14/2019 5 p.m. EST",441577,44084,6951,33857,6423,4160,140217,102775,101733
US48,"2/14/2019 6 p.m. EST",451302,44676,4905,35977,7395,3288,145199,106601,101798
US48,"2/14/2019 7 p.m. EST",458555,44111,2733,39357,7660,3566,149084,108733,101758
US48,"2/14/2019 8 p.m. EST",466469,46575,717,41857,7648,3544,152110,110568,101762
US48,"2/14/2019 9 p.m. EST",465475,50088,460,43344,7499,3545,150159,107369,101818
US48,"2/14/2019 10 p.m. EST",455881,51052,99,42926,7422,3569,144112,103517,101730
US48,"2/14/2019 11 p.m. EST",438817,50603,98,38699,7341,3436,136719,98576,101726
US48,"2/15/2019 12 a.m. EST",427083,48505,99,34869,7368,3399,131023,98253,101823
US48,"2/15/2019 1 a.m. EST",402406,49157,94,30760,7428,3137,117003,91250,101645
US48,"2/15/2019 2 a.m. EST",388349,49312,98,26927,7420,2987,110290,87992,101612
US48,"2/15/2019 3 a.m. EST",382570,50002,97,25192,7403,2983,108353,85581,101624
US48,"2/15/2019 4 a.m. EST",380851,48167,90,24564,7367,2885,108964,86355,101626
US48,"2/15/2019 5 a.m. EST",382443,46613,69,24442,7409,3046,111145,87340,101689
US48,"2/15/2019 6 a.m. EST",396106,45100,55,25888,7668,3038,120015,92068,101737
US48,"2/15/2019 7 a.m. EST",424214,43134,77,32459,7815,3225,132632,102429,101837
US48,"2/15/2019 8 a.m. EST",445415,41534,599,37891,7917,3410,140185,111467,101820
US48,"2/15/2019 9 a.m. EST",455044,39560,2219,39297,7849,3499,143572,116504,101816
US48,"2/15/2019 10 a.m. EST",459397,36913,4287,41795,7722,3533,144542,118049,101793
US48,"2/15/2019 11 a.m. EST",460733,36639,8633,40922,7573,3496,142803,118204,101760
US48,"2/15/2019 12 p.m. EST",456864,39094,11821,37986,6595,4486,138812,115670,101759
US48,"2/15/2019 1 p.m. EST",452457,41279,13839,35810,6582,4455,135611,112569,101698
US48,"2/15/2019 2 p.m. EST",449068,41060,13845,33456,6652,4453,135834,111522,101656
US48,"2/15/2019 3 p.m. EST",446967,39428,13890,33022,6710,4384,136197,111272,101632
US48,"2/15/2019 4 p.m. EST",444327,36677,12210,32555,6819,4388,137905,111757,101630
US48,"2/15/2019 5 p.m. EST",446991,35019,10867,33554,6838,4417,140097,114136,101681
US48,"2/15/2019 6 p.m. EST",453848,34299,7450,37114,6896,4399,145413,116159,101684
US48,"2/15/2019 7 p.m. EST",458328,35353,4476,39909,6961,4447,147349,117605,101655
US48,"2/15/2019 8 p.m. EST",462202,35188,919,41395,6936,4391,151852,119181,101620
US48,"2/15/2019 9 p.m. EST",459465,36139,266,41793,7877,3394,150034,117680,101641
US48,"2/15/2019 10 p.m. EST",449909,33136,84,41705,7665,3386,146828,114495,101653
