"Region Code","Timestamp (Hour Ending)","Wind Generation (MWh)","Solar Generation (MWh)","Hydro Generation (MWh)","Other Generation (MWh)","Petroleum Generation (MWh)","Natural gas Generation (MWh)","Coal Generation (MWh)","Nuclear Generation (MWh)","Total Generation (MWh)"
US48,"3/23/2019 5 a.m. EDT",42513,152,28693,6055,2529,110711,77971,90427,360651
US48,"3/23/2019 6 a.m. EDT",42103,154,29965,6120,2472,113304,81131,90514,367243
US48,"3/23/2019 7 a.m. EDT",41609,166,33324,6166,2247,119590,84320,90499,379579
US48,"3/23/2019 8 a.m. EDT",40678,835,39315,6149,2295,126806,88305,90471,396534
US48,"3/23/2019 9 a.m. EDT",39379,2709,40558,6210,2386,131100,93076,90547,407625
US48,"3/23/2019 10 a.m. EDT",39258,5762,40748,6213,2463,130116,93097,90618,409580
US48,"3/23/2019 11 a.m. EDT",34964,11908,40370,6055,2443,129533,92788,90622,409611
US48,"3/23/2019 12 p.m. EDT",32423,17484,37812,6049,2653,124653,91778,90479,403913
US48,"3/23/2019 1 p.m. EDT",30886,19864,33898,6015,2512,122529,89252,90469,395723
US48,"3/23/2019 2 p.m. EDT",29978,21334,32033,5958,2552,119177,87548,90471,389193
US48,"3/23/2019 3 p.m. EDT",29602,21415,30151,5930,2529,116733,85506,90470,382580
US48,"3/23/2019 4 p.m. EDT",31324,20411,29724,5991,2503,115507,82802,90487,379051
US48,"3/23/2019 5 p.m. EDT",33037,19385,29401,5944,2300,116190,81028,90518,378138
US48,"3/23/2019 6 p.m. EDT",33815,16469,29702,6003,2465,119042,81697,90563,380085
US48,"3/23/2019 7 p.m. EDT",33011,13426,32951,6071,2334,122298,82880,90581,384023
US48,"3/23/2019 8 p.m. EDT",32348,9929,35262,6023,2325,126693,86033,90593,390051
US48,"3/23/2019 9 p.m. EDT",32794,4473,38906,6104,2419,131383,89412,90607,397018
US48,"3/23/2019 10 p.m. EDT",35415,892,40226,6093,2358,131214,90741,90452,398359
US48,"3/23/2019 11 p.m. EDT",36459,638,39732,6029,2157,128460,87938,90220,392851
US48,"3/24/2019 12 a.m. EDT",37877,638,37467,5895,2286,123190,86267,91191,385845
US48,"3/24/2019 1 a.m. EDT",37065,401,35656,5509,2252,113487,80021,90334,366050
US48,"3/24/2019 2 a.m. EDT",36122,275,32682,5541,2140,110089,78183,90573,356986
US48,"3/24/2019 3 a.m. EDT",36635,179,31067,5583,1999,106298,76225,89820,349155
US48,"3/24/2019 4 a.m. EDT",35543,173,29790,5497,1991,106204,75778,89938,346352
US48,"3/24/2019 5 a.m. EDT",34773,183,28865,5516,1973,107277,76421,90019,346444
US48,"3/24/2019 6 a.m. EDT",35085,200,29221,5508,1970,109969,77751,90331,351447
US48,"3/24/2019 7 a.m. EDT",33724,221,31881,5651,1975,113853,78675,90489,357891
US48,"3/24/2019 8 a.m. EDT",31067,919,36596,5695,2025,118619,81336,90600,368259
US48,"3/24/2019 9 a.m. EDT",29403,2450,38755,5703,2027,123137,84412,90693,378221
US48,"3/24/2019 10 a.m. EDT",26788,5177,38360,5764,2040,124499,86919,90840,381921
US48,"3/24/2019 11 a.m. EDT",21700,12518,38065,5700,2072,122506,87844,90901,382638
US48,"3/24/2019 12 p.m. EDT",21216,19564,33970,5661,2050,120333,86377,90969,381269
US48,"3/24/2019 1 p.m. EDT",20168,22514,31765,5643,2003,119994,84559,91046,378559
US48,"3/24/2019 2 p.m. EDT",18215,23126,30451,5621,1996,120551,85359,91083,377064
US48,"3/24/2019 3 p.m. EDT",18130,21538,29657,5639,2069,121232,85143,90885,375026
US48,"3/24/2019 4 p.m. EDT",18290,20898,30052,5590,2181,125300,85018,90144,378504
US48,"3/24/2019 5 p.m. EDT",18693,19882,30227,5696,2154,127552,85310,90133,380901
US48,"3/24/2019 6 p.m. EDT",19300,18575,31149,5681,2278,133128,86366,90116,387683
US48,"3/24/2019 7 p.m. EDT",19955,15526,33408,5690,2355,137103,89303,90113,394514
US48,"3/24/2019 8 p.m. EDT",20317,12506,36193,5753,2314,140105,92905,90095,401317
US48,"3/24/2019 9 p.m. EDT",21509,5686,40097,5806,2400,145217,94516,90093,406509
US48,"3/24/2019 10 p.m. EDT",24852,868,41379,5825,2502,144789,92785,90086,404131
US48,"3/24/2019 11 p.m. EDT",28178,516,40725,5617,2387,136567,89275,90035,394655
US48,"3/25/2019 12 a.m. EDT",29388,464,37366,5817,2197,129504,83187,89687,379191
US48,"3/25/2019 1 a.m. EDT",31158,461,34778,5638,2036,115652,76705,90031,357914
US48,"3/25/2019 2 a.m. EDT",30263,386,31987,5611,1856,110823,72921,90058,345295
US48,"3/25/2019 3 a.m. EDT",28406,255,30052,5635,1932,108881,71164,89999,337788
US48,"3/25/2019 4 a.m. EDT",26388,203,28628,5772,2182,107224,71605,89970,333612
US48,"3/25/2019 5 a.m. EDT",24235,154,28468,5978,2578,111557,74742,90150,339629
US48,"3/25/2019 6 a.m. EDT",24124,155,31163,6057,2823,121760,78941,90145,357078
US48,"3/25/2019 7 a.m. EDT",24602,172,35266,6295,2931,136910,85976,90236,384556
US48,"3/25/2019 8 a.m. EDT",24370,582,38792,6349,3201,149370,93694,90255,408548
US48,"3/25/2019 9 a.m. EDT",23513,1811,40433,6377,3308,155129,97892,90273,420734
US48,"3/25/2019 10 a.m. EDT",21861,4020,44102,6328,3078,158738,98099,90267,428441
US48,"3/25/2019 11 a.m. EDT",18307,11615,43313,6276,3242,158249,99284,90237,432211
US48,"3/25/2019 12 p.m. EDT",16794,18725,39420,6194,3273,156291,99373,90208,431804
US48,"3/25/2019 1 p.m. EDT",14699,21274,37843,6217,3343,155890,98271,90156,429292
US48,"3/25/2019 2 p.m. EDT",14631,21890,36329,6187,3296,154628,98988,90105,427557
US48,"3/25/2019 3 p.m. EDT",14850,21281,35157,6220,3186,155230,99950,90094,427342
US48,"3/25/2019 4 p.m. EDT",15306,20692,33677,6245,3115,157304,99846,90099,427759
US48,"3/25/2019 5 p.m. EDT",14805,20219,35003,6173,3240,160186,100922,90107,432044
US48,"3/25/2019 6 p.m. EDT",14598,19245,37074,6210,3467,161836,100737,90107,434764
US48,"3/25/2019 7 p.m. EDT",15158,17210,41484,6292,3536,164195,99429,90128,438671
US48,"3/25/2019 8 p.m. EDT",15131,13229,46368,6333,3552,166563,101356,90144,443899
US48,"3/25/2019 9 p.m. EDT",15711,5803,49765,6400,3594,168922,102129,90130,443796
US48,"3/25/2019 10 p.m. EDT",18361,858,46952,6367,3767,168737,102233,90166,438756
US48,"3/25/2019 11 p.m. EDT",21689,473,41198,6226,3741,158652,100158,90103,423517
US48,"3/26/2019 12 a.m. EDT",25457,397,37751,5730,3262,137096,91262,89839,392156
US48,"3/26/2019 1 a.m. EDT",25581,377,35023,6095,2970,134161,87576,89881,382685
US48,"3/26/2019 2 a.m. EDT",25091,348,32072,5883,2841,127200,83375,90035,367731
US48,"3/26/2019 3 a.m. EDT",24521,260,30038,5941,2728,122584,82113,90099,359097
US48,"3/26/2019 4 a.m. EDT",24294,171,28452,5956,2728,121399,82477,90157,356293
US48,"3/26/2019 5 a.m. EDT",24326,176,28198,5913,2765,123751,83045,90209,359198
US48,"3/26/2019 6 a.m. EDT",23414,179,31961,6191,2887,134328,88045,90295,378177
US48,"3/26/2019 7 a.m. EDT",22737,191,36978,6289,3318,149581,95422,90342,405843
US48,"3/26/2019 8 a.m. EDT",21491,510,40908,6358,4672,159995,101778,90336,427056
US48,"3/26/2019 9 a.m. EDT",20846,1596,42224,6425,5104,161774,104970,90347,434304
US48,"3/26/2019 10 a.m. EDT",20174,4014,43599,6403,5041,161309,105668,90354,437530
US48,"3/26/2019 11 a.m. EDT",17671,10021,42021,6244,4694,159085,108110,90364,438973
US48,"3/26/2019 12 p.m. EDT",18222,15940,39743,6187,4351,153705,103178,90343,432169
US48,"3/26/2019 1 p.m. EDT",20499,19164,37322,6260,3847,151210,97792,90340,427157
US48,"3/26/2019 2 p.m. EDT",22645,20725,34844,6249,3593,148005,96409,90307,423342
US48,"3/26/2019 3 p.m. EDT",24241,21061,32766,6186,3344,145194,93750,90280,417614
US48,"3/26/2019 4 p.m. EDT",25202,20269,32239,6218,3065,146040,92561,90316,416783
US48,"3/26/2019 5 p.m. EDT",27193,19323,32331,6131,3035,147589,91659,90294,418223
US48,"3/26/2019 6 p.m. EDT",29898,17265,33144,6199,3114,148923,92046,90346,421720
US48,"3/26/2019 7 p.m. EDT",32196,13379,37331,6164,3233,151445,91945,90298,426854
US48,"3/26/2019 8 p.m. EDT",34033,9245,42367,6199,3229,155375,94784,90298,436254
US48,"3/26/2019 9 p.m. EDT",36126,3966,44911,6218,3275,158733,98760,90268,443075
US48,"3/26/2019 10 p.m. EDT",41551,716,43265,6201,3423,156559,97958,90312,440921
US48,"3/26/2019 11 p.m. EDT",46529,433,40829,6135,3202,147865,92530,90164,428512
US48,"3/27/2019 12 a.m. EDT",50777,293,37588,5946,2890,132612,82752,90304,404087
US48,"3/27/2019 1 a.m. EDT",49008,278,35325,5976,2549,128505,79268,90268,392396
US48,"3/27/2019 2 a.m. EDT",48645,144,32695,6019,1892,120526,76975,90320,378577
US48,"3/27/2019 3 a.m. EDT",47713,139,30625,5915,1614,115966,76433,90380,370044
US48,"3/27/2019 4 a.m. EDT",47264,127,30252,5965,1585,115973,78072,90353,370601
US48,"3/27/2019 5 a.m. EDT",47740,42,31882,5954,1591,117817,78587,90400,375083
US48,"3/27/2019 6 a.m. EDT",48840,33,35323,6086,1720,128441,83175,90440,395210
US48,"3/27/2019 7 a.m. EDT",51115,52,40538,6324,2006,143585,89224,90462,424410
US48,"3/27/2019 8 a.m. EDT",53275,785,44775,6336,2628,151973,93686,90404,445110
US48,"3/27/2019 9 a.m. EDT",53193,2604,44659,6256,2730,148651,97044,90379,446892
US48,"3/27/2019 10 a.m. EDT",51457,5271,43982,6177,2682,146041,96580,90319,443770
US48,"3/27/2019 11 a.m. EDT",51060,9546,41275,6133,2511,142611,93919,90324,438499
US48,"3/27/2019 12 p.m. EDT",47900,13595,38333,6198,2723,137839,91435,90321,429701
US48,"3/27/2019 1 p.m. EDT",47503,16263,36182,6213,2925,133854,88742,90272,423355
US48,"3/27/2019 2 p.m. EDT",47812,17893,33633,6165,2826,129959,86763,90243,416738
US48,"3/27/2019 3 p.m. EDT",48483,19039,32591,6058,2747,127559,84408,90156,412306
US48,"3/27/2019 4 p.m. EDT",51794,19447,31807,5927,2276,126266,83048,90131,411960
US48,"3/27/2019 5 p.m. EDT",52348,18837,31762,5897,2056,128250,82005,90184,412486
US48,"3/27/2019 6 p.m. EDT",53336,15996,32276,5893,2157,130813,82948,90143,414828
US48,"3/27/2019 7 p.m. EDT",53416,12077,35630,5988,2192,133313,84313,90176,418503
US48,"3/27/2019 8 p.m. EDT",52221,8867,39354,5979,2250,136617,90127,90173,426899
US48,"3/27/2019 9 p.m. EDT",52436,4900,42991,5987,2388,139710,92178,90142,432030
US48,"3/27/2019 10 p.m. EDT",54767,582,43182,6001,2347,137859,93389,89921,429519
US48,"3/27/2019 11 p.m. EDT",55468,253,41498,5870,2231,131213,88782,89551,416488
US48,"3/28/2019 12 a.m. EDT",51124,168,37544,5917,1948,126666,85139,90113,400417
US48,"3/28/2019 1 a.m. EDT",55615,188,34710,5830,1740,115379,76576,90137,381940
US48,"3/28/2019 2 a.m. EDT",53655,186,31437,5818,1602,110486,74157,90068,369086
US48,"3/28/2019 3 a.m. EDT",51809,198,29638,5821,1567,108309,72131,89825,361021
US48,"3/28/2019 4 a.m. EDT",51601,207,28836,5787,1614,107546,73063,89839,360379
US48,"3/28/2019 5 a.m. EDT",50730,194,29750,5862,1648,109709,74004,89623,363383
US48,"3/28/2019 6 a.m. EDT",51058,87,33617,5957,1817,119326,78033,89558,380763
US48,"3/28/2019 7 a.m. EDT",50828,125,39802,6101,2567,133548,84945,89527,408572
US48,"3/28/2019 8 a.m. EDT",50786,863,43413,6065,3210,141896,91310,89354,428090
US48,"3/28/2019 9 a.m. EDT",49704,2736,43680,6000,3397,141124,95431,89247,432625
US48,"3/28/2019 10 a.m. EDT",47404,5870,44771,5759,3441,138467,95593,89203,431721
US48,"3/28/2019 11 a.m. EDT",45699,13541,42910,5734,3409,133941,92524,89097,427920
US48,"3/28/2019 12 p.m. EDT",46135,19560,39673,5760,3389,129255,87631,88855,421325
US48,"3/28/2019 1 p.m. EDT",44233,21659,36803,5659,3409,127114,84986,88806,413907
US48,"3/28/2019 2 p.m. EDT",43553,22758,35215,5662,3360,126838,84203,88801,411632
US48,"3/28/2019 3 p.m. EDT",43876,22507,34080,5668,3419,126371,83925,88591,409502
US48,"3/28/2019 4 p.m. EDT",42503,21866,33408,5808,3463,128028,84781,88165,409014
US48,"3/28/2019 5 p.m. EDT",42150,20999,33219,5908,3436,130584,85844,87728,410490
US48,"3/28/2019 6 p.m. EDT",43778,18406,33218,6072,3401,132353,86478,87696,412111
US48,"3/28/2019 7 p.m. EDT",45041,15647,34452,6147,3420,137065,86037,87760,416299
US48,"3/28/2019 8 p.m. EDT",45291,12573,36735,6124,3496,140125,88080,87726,421168
US48,"3/28/2019 9 p.m. EDT",45297,6353,39813,6128,3445,143719,90356,87736,423990
US48,"3/28/2019 10 p.m. EDT",43482,722,41590,6016,3512,143650,91270,87725,419248
US48,"3/28/2019 11 p.m. EDT",42380,383,41595,5626,3319,136057,88493,87748,407121
US48,"3/29/2019 12 a.m. EDT",44648,281,40230,5727,3033,125035,83868,89191,393572
US48,"3/29/2019 1 a.m. EDT",42137,268,36055,5543,2897,118246,76975,87942,371592
US48,"3/29/2019 2 a.m. EDT",41001,257,32166,5566,2627,111058,73256,87895,355348
US48,"3/29/2019 3 a.m. EDT",41254,147,30522,5552,2570,107673,69958,88026,347150
US48,"3/29/2019 4 a.m. EDT",40023,74,29334,5561,2558,107511,69255,88122,343790
US48,"3/29/2019 5 a.m. EDT",39531,80,29913,5614,2563,109417,69782,88233,346407
US48,"3/29/2019 6 a.m. EDT",39181,81,32428,5682,2659,116551,74013,88374,360032
US48,"3/29/2019 7 a.m. EDT",38284,119,37469,5820,2938,127544,81786,88400,383397
US48,"3/29/2019 8 a.m. EDT",37064,643,42551,5835,3267,135978,88556,88411,403271
US48,"3/29/2019 9 a.m. EDT",34074,2433,43702,5726,3484,139343,94816,88375,412938
US48,"3/29/2019 10 a.m. EDT",30354,5507,45473,5715,3578,141923,97284,88338,419124
US48,"3/29/2019 11 a.m. EDT",29290,13814,44107,5617,3602,139599,96356,88304,421671
US48,"3/29/2019 12 p.m. EDT",30428,19884,39779,5726,3601,138179,93248,88240,420482
US48,"3/29/2019 1 p.m. EDT",28230,22015,37185,5683,3625,136187,90832,88169,413430
US48,"3/29/2019 2 p.m. EDT",25785,23518,34728,5642,3517,138319,91680,88227,412723
US48,"3/29/2019 3 p.m. EDT",23815,22881,33740,5629,3514,138886,91389,88151,409226
US48,"3/29/2019 4 p.m. EDT",22949,21887,32971,5713,3474,139661,91073,88148,407071
US48,"3/29/2019 5 p.m. EDT",24035,20613,32342,5775,3478,139914,90287,88168,405756
US48,"3/29/2019 6 p.m. EDT",26367,18341,32952,6077,3462,139867,89392,88146,405619
US48,"3/29/2019 7 p.m. EDT",29577,15522,34091,5741,3360,139777,88879,88198,406253
US48,"3/29/2019 8 p.m. EDT",32497,12429,36187,5720,3354,139458,88497,88227,407400
US48,"3/29/2019 9 p.m. EDT",33907,6783,37910,5577,3388,141204,88801,88263,406967
US48,"3/29/2019 10 p.m. EDT",36754,994,39848,5585,3534,135955,86949,87337,398470
US48,"3/29/2019 11 p.m. EDT",38624,504,39243,5531,3302,129479,83816,87326,389231
US48,"3/30/2019 12 a.m. EDT",42822,407,37632,5621,2932,117077,77515,87263,372931
US48,"3/30/2019 1 a.m. EDT",43900,401,35299,5430,2847,109278,74038,88092,360895
US48,"3/30/2019 2 a.m. EDT",43667,369,32637,5378,2711,102811,71663,87984,348897
US48,"3/30/2019 3 a.m. EDT",43687,292,30816,5306,2618,98338,68494,87715,338979
US48,"3/30/2019 4 a.m. EDT",43849,175,29685,5281,2636,94736,66526,87418,332059
US48,"3/30/2019 5 a.m. EDT",44117,183,29099,5292,2705,94278,66040,87394,330736
US48,"3/30/2019 6 a.m. EDT",45450,200,29561,5334,2699,95027,66605,87473,334028
US48,"3/30/2019 7 a.m. EDT",46714,239,31180,5377,2829,99282,68236,87511,342887
US48,"3/30/2019 8 a.m. EDT",46543,741,33759,5465,3107,105013,71697,87572,355395
US48,"3/30/2019 9 a.m. EDT",45990,2079,37078,5471,3179,109268,75647,87559,367882
US48,"3/30/2019 10 a.m. EDT",45343,4945,38738,5610,3446,112761,79087,87551,379082
US48,"3/30/2019 11 a.m. EDT",45126,12970,38584,5611,3619,113396,80591,87513,388942
US48,"3/30/2019 12 p.m. EDT",46099,19604,36762,5629,3705,110294,79330,87482,390457
US48,"3/30/2019 1 p.m. EDT",45911,20821,34243,5651,3687,111027,79453,87471,389921
US48,"3/30/2019 2 p.m. EDT",44959,19345,32848,5573,3476,111793,80871,87409,388176
US48,"3/30/2019 3 p.m. EDT",45534,18723,32135,5546,3435,111667,80517,87379,386914
US48,"3/30/2019 4 p.m. EDT",46478,17653,31146,5549,3495,113330,79352,87332,386241
US48,"3/30/2019 5 p.m. EDT",46437,17883,31946,5592,3541,114968,78125,87371,387785
US48,"3/30/2019 6 p.m. EDT",46966,16495,32762,5788,3560,116162,78860,87347,389741
US48,"3/30/2019 7 p.m. EDT",46684,15006,34750,5756,3528,117221,78516,87359,390636
US48,"3/30/2019 8 p.m. EDT",46173,11758,37130,5526,3637,120247,80307,87361,393889
US48,"3/30/2019 9 p.m. EDT",45589,6617,38738,5643,3741,124403,83469,87367,397295
US48,"3/30/2019 10 p.m. EDT",45665,947,39493,5657,3774,126151,84449,87329,395254
US48,"3/30/2019 11 p.m. EDT",44475,528,37817,5651,3572,122902,82768,87390,387068
US48,"3/31/2019 12 a.m. EDT",39128,410,35735,5467,3268,116857,82683,87304,372971
US48,"3/31/2019 1 a.m. EDT",40483,411,32716,5499,3167,110475,77383,87400,359536
US48,"3/31/2019 2 a.m. EDT",39170,400,29725,5505,3035,107356,74511,87421,349024
US48,"3/31/2019 3 a.m. EDT",38395,389,27449,5457,2965,104040,72125,87504,340184
US48,"3/31/2019 4 a.m. EDT",36597,201,26371,5511,2865,102339,71383,87474,334566
US48,"3/31/2019 5 a.m. EDT",34566,197,26671,5565,2838,102621,71956,87612,333803
US48,"3/31/2019 6 a.m. EDT",34557,208,28010,5581,2820,104285,71725,87591,336609
US48,"3/31/2019 7 a.m. EDT",33027,230,29226,5602,2850,108553,74470,87622,343088
US48,"3/31/2019 8 a.m. EDT",31637,640,30955,5645,3231,112364,79228,87686,352924
US48,"3/31/2019 9 a.m. EDT",30296,1803,33696,5703,3549,118277,85654,87690,368212
US48,"3/31/2019 10 a.m. EDT",29674,3977,35856,5700,3772,126401,90447,87694,385117
US48,"3/31/2019 11 a.m. EDT",29892,12298,35501,5793,3903,126911,90524,87738,394231
US48,"3/31/2019 12 p.m. EDT",29663,18215,33649,5865,3943,127018,90286,87769,398020
US48,"3/31/2019 1 p.m. EDT",28749,18578,32158,5799,3917,128495,89770,87711,396962
US48,"3/31/2019 2 p.m. EDT",27771,18533,30754,5780,3855,129542,88638,87624,394093
US48,"3/31/2019 3 p.m. EDT",27168,18959,29586,5696,3623,130171,86795,87587,391001
US48,"3/31/2019 4 p.m. EDT",26685,18969,29076,5785,3640,130587,85753,87684,389483
US48,"3/31/2019 5 p.m. EDT",25997,19135,29433,5802,3689,131740,85750,87642,390463
US48,"3/31/2019 6 p.m. EDT",25528,18535,30196,5901,3673,134215,87517,87653,394213
US48,"3/31/2019 7 p.m. EDT",24863,16138,32694,5786,3665,137901,89517,87645,399527
US48,"3/31/2019 8 p.m. EDT",23458,13373,37352,5784,3723,142916,92308,87679,407881
US48,"3/31/2019 9 p.m. EDT",22445,6309,42195,5803,3862,152048,96646,87675,418209
US48,"3/31/2019 10 p.m. EDT",24278,876,43049,5758,3866,152862,98482,87521,417926
US48,"3/31/2019 11 p.m. EDT",26887,471,40662,5789,3637,147046,97932,87161,410651
US48,"4/1/2019 12 a.m. EDT",30646,403,37863,5735,3335,134366,87672,86819,387978
